artistID,name,song_title,genre,Stt
406,Đỗ Hữu Hà,Đường Mơ (363),Lo-fi,ID_406
407,Vũ Ngọc Tâm,Tình Đau (348),Indie,ID_407
408,Lý Anh Huy,Phố Vui (925),Pop,ID_408
409,Lý Tuấn Đông,Mây Đau (627),Dance,ID_409
410,Nguyễn Quang Nam,Lời Yêu Sầu (749),Jazz,ID_410
411,Lý Ngọc Phúc,Phố Lạ (305),R&B,ID_411
412,Nguyễn Minh Linh,Nắng Nhớ (259),Bolero,ID_412
413,Trần Văn Sơn,Mây Lạ (845),Lo-fi,ID_413
414,Phạm Ngọc Mai,Biển Quên (861),Pop,ID_414
415,Hồ Đức Tuấn,Giấc Mơ Vui (469),Lo-fi,ID_415
416,Bùi Quang Tâm,Đường Mơ (393),Bolero,ID_416
417,Nguyễn Văn Cường,Hoa Lạ (892),Lo-fi,ID_417
418,Lý Phương Đông,Gió Mơ (226),Rap,ID_418
419,Trương Quang Đông,Mây Sầu (101),Bolero,ID_419
420,Đỗ Hữu Hà,Giấc Mơ Đau (742),Jazz,ID_420
421,Hồ Hữu Phi,Tình Đau (919),Rock,ID_421
422,Lê Ngọc Phúc,Gió Mơ (389),Dance,ID_422
423,Phan Minh Đông,Lời Yêu Lặng (151),R&B,ID_423
424,Hồ Hữu Trang,Tình Nhớ (897),Rock,ID_424
425,Dương Văn Huy,Kỷ Niệm Nhớ (955),R&B,ID_425
426,Bùi Ngọc Lan,Tình Sầu (533),R&B,ID_426
427,Đặng Đức Sơn,Mây Đau (385),Pop,ID_427
428,Hoàng Văn Sơn,Biển Say (216),Dance,ID_428
429,Lê Minh Dũng,Phố Vui (397),Rock,ID_429
430,Trần Phương Hà,Lời Yêu Lạ (517),Dance,ID_430
431,Trương Anh Phúc,Mưa Nhớ (205),Dance,ID_431
432,Dương Quang Hạnh,Biển Sầu (691),R&B,ID_432
433,Trần Đức Lan,Đường Rơi (555),Pop,ID_433
434,Phan Minh Tâm,Mưa Mơ (437),Ballad,ID_434
435,Phan Phương Trang,Mưa Sầu (592),Pop,ID_435
436,Nguyễn Phương Hương,Phố Vui (372),Rap,ID_436
437,Bùi Anh Phi,Kỷ Niệm Vui (845),Rap,ID_437
438,Trương Hữu Tuấn,Tình Thương (627),Lo-fi,ID_438
439,Dương Phương Nam,Trăng Xa (748),Indie,ID_439
440,Vũ Hữu Cường,Mưa Thương (834),R&B,ID_440
441,Trương Văn Quân,Mưa Buồn (549),Indie,ID_441
442,Phan Khánh Hương,Biển Vui (782),Dance,ID_442
443,Hoàng Thị Dũng,Kỷ Niệm Rơi (551),Rock,ID_443
444,Hồ Xuân Quân,Gió Say (277),Pop,ID_444
445,Ngô Anh Đông,Nắng Đau (545),Rap,ID_445
446,Đặng Minh Dũng,Tình Rơi (457),Bolero,ID_446
447,Lê Bảo Huy,Trăng Mơ (723),R&B,ID_447
448,Trần Phương Hà,Tình Xa (645),Dance,ID_448
449,Nguyễn Anh Trang,Phố Quên (991),Pop,ID_449
450,Trương Quang Đông,Kỷ Niệm Say (988),Pop,ID_450
451,Ngô Khánh Quân,Đường Say (611),Indie,ID_451
452,Bùi Khánh Linh,Phố Rơi (139),Rock,ID_452
453,Lê Khánh Cường,Phố Thương (389),Bolero,ID_453
454,Dương Tuấn Lan,Mây Sầu (210),Ballad,ID_454
455,Hoàng Tuấn Dũng,Phố Say (247),Pop,ID_455
456,Vũ Minh Trang,Biển Thương (625),Bolero,ID_456
457,Lê Bảo Đông,Tình Đau (755),Bolero,ID_457
458,Phạm Ngọc Dũng,Trăng Vui (552),Jazz,ID_458
459,Ngô Anh Phúc,Trăng Sầu (382),Bolero,ID_459
460,Ngô Đức Phúc,Lời Yêu Rơi (187),Pop,ID_460
461,Dương Minh Dũng,Hoa Say (500),Rap,ID_461
462,Phạm Xuân Tuấn,Hoa Say (846),Indie,ID_462
463,Bùi Tuấn Sơn,Nắng Say (342),Rap,ID_463
464,Lý Quang Tâm,Lời Yêu Rơi (380),Jazz,ID_464
465,Lê Tuấn Nam,Mưa Quên (208),Dance,ID_465
466,Đỗ Bảo Dũng,Tình Buồn (774),Jazz,ID_466
467,Trần Anh Phúc,Nắng Thương (609),Pop,ID_467
468,Lý Thị Phi,Tình Lạ (282),Ballad,ID_468
469,Đặng Tuấn Trang,Gió Lạ (608),Rock,ID_469
470,Ngô Thị Huy,Tình Nhớ (794),Ballad,ID_470
471,Dương Anh Hạnh,Phố Xa (181),Bolero,ID_471
472,Nguyễn Văn Đông,Lời Yêu Sầu (461),Dance,ID_472
473,Dương Quang Hương,Biển Say (591),Jazz,ID_473
474,Đỗ Hữu Đông,Đường Nhớ (882),Rap,ID_474
475,Đặng Hữu Hà,Mưa Rơi (849),Rap,ID_475
476,Đặng Xuân Trang,Mưa Đau (919),Dance,ID_476
477,Lý Thị Lan,Mây Rơi (902),Dance,ID_477
478,Dương Hữu Hà,Mây Lặng (798),Dance,ID_478
479,Nguyễn Thị Nam,Kỷ Niệm Vui (871),Rock,ID_479
480,Trương Quang Quân,Giấc Mơ Nhớ (267),Ballad,ID_480
481,Nguyễn Tuấn Phúc,Đường Xa (971),Indie,ID_481
482,Trần Đức Hương,Giấc Mơ Sầu (809),Rap,ID_482
483,Phạm Anh Dũng,Nắng Quên (184),R&B,ID_483
484,Vũ Hữu Trang,Kỷ Niệm Thương (911),Rock,ID_484
485,Bùi Thị Huy,Biển Buồn (294),Bolero,ID_485
486,Dương Xuân Hương,Kỷ Niệm Nhớ (186),Jazz,ID_486
487,Vũ Minh Quân,Giấc Mơ Mơ (169),Lo-fi,ID_487
488,Đặng Anh Tâm,Trăng Rơi (429),Lo-fi,ID_488
489,Lý Thị Phi,Giấc Mơ Lặng (146),Indie,ID_489
490,Phan Tuấn Trang,Mưa Xa (242),Ballad,ID_490
491,Vũ Minh Phi,Kỷ Niệm Lặng (563),Ballad,ID_491
492,Trương Thị Cường,Nắng Buồn (516),Lo-fi,ID_492
493,Nguyễn Anh Mai,Kỷ Niệm Thương (662),R&B,ID_493
494,Dương Phương Phi,Gió Quên (508),R&B,ID_494
495,Ngô Tuấn Sơn,Lời Yêu Nhớ (787),Rap,ID_495
496,Trần Tuấn Nam,Giấc Mơ Xa (338),Indie,ID_496
497,Trương Quang Phúc,Gió Rơi (627),Ballad,ID_497
498,Dương Ngọc Nam,Hoa Thương (596),Lo-fi,ID_498
499,Ngô Hữu Linh,Mây Quên (138),R&B,ID_499
500,Lê Bảo Tâm,Gió Vui (482),Dance,ID_500
501,Phan Đức Linh,Phố Thương (171),Bolero,ID_501
502,Lê Khánh Phúc,Đường Đau (839),Rap,ID_502
503,Phan Hữu Đông,Lời Yêu Thương (329),Rock,ID_503
504,Đỗ Đức Huy,Mây Mơ (603),Jazz,ID_504
505,Trương Tuấn Lan,Trăng Say (394),R&B,ID_505
506,Nguyễn Quang Trang,Mưa Vui (196),Dance,ID_506
507,Phan Văn Đông,Gió Quên (455),R&B,ID_507
508,Đỗ Ngọc Hương,Nắng Vui (615),Indie,ID_508
509,Đặng Minh Tuấn,Kỷ Niệm Rơi (490),Bolero,ID_509
510,Hồ Bảo Dũng,Lời Yêu Rơi (304),R&B,ID_510
511,Trần Bảo Phi,Nắng Rơi (980),Pop,ID_511
512,Hoàng Hữu Nam,Mây Say (448),Pop,ID_512
513,Phan Thị Dũng,Mây Lạ (570),Pop,ID_513
514,Vũ Xuân Dũng,Lời Yêu Buồn (165),Lo-fi,ID_514
515,Ngô Phương Linh,Giấc Mơ Lặng (485),Dance,ID_515
516,Lý Tuấn Hạnh,Kỷ Niệm Thương (309),Bolero,ID_516
517,Lê Anh Hạnh,Phố Quên (179),Dance,ID_517
518,Bùi Ngọc Mai,Lời Yêu Say (785),Pop,ID_518
519,Nguyễn Văn Phi,Mưa Nhớ (431),Indie,ID_519
520,Đặng Tuấn Dũng,Đường Nhớ (330),Rock,ID_520
521,Trương Khánh Hạnh,Mây Lạ (692),Jazz,ID_521
522,Trần Tuấn Huy,Phố Mơ (395),Lo-fi,ID_522
523,Phan Đức Tuấn,Lời Yêu Lạ (979),R&B,ID_523
524,Trần Văn Linh,Phố Đau (240),Bolero,ID_524
525,Phạm Anh Huy,Phố Đau (873),Rap,ID_525
526,Trương Quang Hương,Đường Thương (754),Dance,ID_526
527,Phạm Anh Hương,Phố Lạ (559),Dance,ID_527
528,Trần Ngọc Nam,Đường Quên (388),Bolero,ID_528
529,Dương Khánh Dũng,Mưa Quên (514),Ballad,ID_529
530,Trần Bảo Dũng,Phố Lặng (820),Lo-fi,ID_530
531,Lê Minh Trang,Kỷ Niệm Đau (984),Lo-fi,ID_531
532,Dương Xuân Nam,Kỷ Niệm Xa (936),Bolero,ID_532
533,Bùi Văn Mai,Kỷ Niệm Thương (408),Indie,ID_533
534,Lý Anh Phúc,Biển Lặng (722),Rock,ID_534
535,Đỗ Thị Mai,Tình Mơ (448),Bolero,ID_535
536,Nguyễn Khánh Huy,Hoa Rơi (738),Rock,ID_536
537,Nguyễn Ngọc Phúc,Kỷ Niệm Lặng (925),Rock,ID_537
538,Nguyễn Tuấn Trang,Đường Say (841),Indie,ID_538
539,Phạm Ngọc Phi,Trăng Sầu (123),Indie,ID_539
540,Trần Khánh Phi,Kỷ Niệm Lặng (653),Indie,ID_540
541,Đặng Văn Linh,Mây Nhớ (406),Lo-fi,ID_541
542,Hồ Minh Tâm,Mây Vui (727),Indie,ID_542
543,Phạm Hữu Quân,Lời Yêu Lạ (339),Rock,ID_543
544,Đỗ Ngọc Dũng,Biển Thương (545),Bolero,ID_544
545,Ngô Tuấn Tuấn,Biển Vui (184),Lo-fi,ID_545
546,Đỗ Xuân Dũng,Gió Xa (243),Dance,ID_546
547,Dương Khánh Nam,Biển Rơi (649),Indie,ID_547
548,Ngô Quang Linh,Đường Say (623),R&B,ID_548
549,Đặng Bảo Linh,Tình Nhớ (923),Ballad,ID_549
550,Đỗ Anh Quân,Phố Buồn (350),Bolero,ID_550
551,Lê Văn Trang,Giấc Mơ Say (280),Pop,ID_551
552,Lê Quang Lan,Kỷ Niệm Thương (876),Bolero,ID_552
553,Trương Quang Hương,Mưa Lặng (241),R&B,ID_553
554,Ngô Bảo Đông,Đường Lạ (217),Rap,ID_554
555,Vũ Ngọc Phi,Tình Mơ (810),Pop,ID_555
556,Phan Xuân Lan,Mây Say (151),R&B,ID_556
557,Lý Hữu Cường,Nắng Nhớ (301),Pop,ID_557
558,Phạm Bảo Phúc,Biển Vui (788),Jazz,ID_558
559,Lê Xuân Cường,Biển Thương (374),Indie,ID_559
560,Hồ Tuấn Huy,Đường Sầu (227),Jazz,ID_560
561,Hồ Quang Tuấn,Biển Vui (785),Pop,ID_561
562,Đỗ Thị Cường,Hoa Xa (966),Lo-fi,ID_562
563,Lý Ngọc Hương,Biển Đau (583),Lo-fi,ID_563
564,Bùi Minh Đông,Nắng Sầu (942),Indie,ID_564
565,Hồ Văn Hương,Phố Thương (457),Indie,ID_565
566,Lê Tuấn Hà,Kỷ Niệm Đau (244),Dance,ID_566
567,Hoàng Xuân Huy,Mây Xa (683),Rock,ID_567
568,Nguyễn Đức Tâm,Giấc Mơ Mơ (464),Jazz,ID_568
569,Ngô Phương Huy,Biển Quên (680),Dance,ID_569
570,Phan Đức Hạnh,Mây Thương (416),Dance,ID_570
571,Vũ Xuân Quân,Lời Yêu Buồn (357),Pop,ID_571
572,Đỗ Minh Mai,Mây Say (678),Jazz,ID_572
573,Đỗ Ngọc Tuấn,Đường Say (225),Jazz,ID_573
574,Dương Đức Tâm,Trăng Rơi (180),Ballad,ID_574
575,Hoàng Đức Quân,Mây Buồn (343),Lo-fi,ID_575
576,Trương Anh Linh,Mây Vui (926),Indie,ID_576
577,Ngô Thị Tuấn,Phố Thương (617),Dance,ID_577
578,Phan Đức Đông,Mây Say (360),Ballad,ID_578
579,Đỗ Tuấn Phúc,Lời Yêu Mơ (908),Ballad,ID_579
580,Lý Khánh Phúc,Đường Quên (452),Jazz,ID_580
581,Hồ Anh Tuấn,Giấc Mơ Quên (973),Dance,ID_581
582,Hoàng Đức Trang,Nắng Đau (730),Ballad,ID_582
583,Lý Thị Cường,Mây Vui (570),Rock,ID_583
584,Trần Xuân Quân,Biển Rơi (741),Lo-fi,ID_584
585,Ngô Phương Phi,Tình Thương (717),Indie,ID_585
586,Lý Văn Trang,Trăng Mơ (719),Bolero,ID_586
587,Dương Ngọc Sơn,Đường Lặng (290),Ballad,ID_587
588,Vũ Xuân Cường,Gió Nhớ (552),Ballad,ID_588
589,Hồ Quang Nam,Nắng Nhớ (377),Lo-fi,ID_589
590,Đặng Minh Huy,Kỷ Niệm Rơi (820),Dance,ID_590
591,Nguyễn Anh Huy,Kỷ Niệm Say (927),Pop,ID_591
592,Lê Đức Mai,Gió Rơi (697),Lo-fi,ID_592
593,Nguyễn Ngọc Dũng,Giấc Mơ Buồn (765),Dance,ID_593
594,Phạm Ngọc Quân,Trăng Nhớ (129),Rap,ID_594
595,Phạm Ngọc Dũng,Lời Yêu Lạ (291),Pop,ID_595
596,Phạm Quang Huy,Đường Đau (470),Rock,ID_596
597,Lê Quang Hà,Kỷ Niệm Mơ (635),Ballad,ID_597
598,Trần Văn Phúc,Biển Mơ (523),Bolero,ID_598
599,Lý Bảo Hạnh,Mây Đau (513),Ballad,ID_599
600,Đặng Khánh Hạnh,Đường Nhớ (376),Pop,ID_600
